id,subcategory,title,price,popularity
5004,mobile,Lava Iris Fuel 50,6649,2161
5835,mobile,HTC One M9 Plus,42999,2149
4788,mobile,Spice Dream Uno Mi-498,3999,2148
5836,mobile,LG G4,42999,2136
3447,mobile,Nokia 108 Dual SIM,1539,2134
3303,mobile,Micromax Canvas Bolt A67,3960,2131
4664,mobile,LG G3 Stylus,13077,2119
6164,mobile,Micromax  Bolt Q324,3169,2105
4589,mobile,Xolo 8X-1000,9999,2103
4728,mobile,Lava Iris X5,7490,2102
3581,mobile,Lenovo A369i,3439,2099
6785,mobile,Micromax Bolt S300,2538,2086
5249,mobile,Xolo Omega 5.5,8799,2068
3383,mobile,Samsung Galaxy Trend Duos S7392,5699,2024
4421,mobile,Micromax Canvas Fire A093,4327,2002
7249,mobile,Intex Cloud Power Plus,8599,1993
3839,tablet,"Micromax Funbook P280 4GB (Wi-Fi, 3G via USB Dongle)",3982,1956
4055,mobile,HTC Desire 310,6949,1956
5780,mobile,Intex  Aqua 4.5E,3472,1952
2956,mobile,Samsung  Galaxy Grand Quattro,10659,1936
4410,mobile,Xiaomi Mi 3,17743,1934
3669,mobile,Gionee Elife E7 Mini,12399,1926
6246,tablet,Dell Venue 7 3740 16GB (Wi-Fi 3G),7569,1907
7399,mobile,Micromax Canvas Hue 2,11818,1906
6086,mobile,Micromax Canvas Selfie A255,12300,1904
7141,tablet,IBall Slide i701,4864,1899
1598,mobile,Apple iPhone 4S 64GB,34999,1889
4269,mobile,Xolo Q1200,5799,1887
5928,mobile,Intex Aqua R2,1999,1884
4939,mobile,Xolo One,4759,1877
4341,mobile,HTC One E8 Dual SIM,28152,1874
4233,mobile,Intex Aqua i5 HD,9299,1862
3938,mobile,Nokia X+,4589,1837
5225,mobile,Lava Iris Win1,4000,1837
3730,mobile,Micromax Canvas Blaze MT500,5415,1836
4847,mobile,HTC Desire 820Q,20069,1831
4855,mobile,Intex Aqua Star Power,6290,1820
2635,mobile,Sony  Xperia SP,11249,1815
5289,tablet,Lenovo Tab 2 A7-10 8GB (Wi-Fi),4849,1799
3851,mobile,Micromax Bolt A71,3825,1798
6837,mobile,Lenovo A5000,8510,1796
3305,mobile,Nokia Lumia 1520,33923,1768
5022,mobile,Spice Stellar 518,6099,1754
6724,tablet,Mediatek N966,2549,1744
4060,mobile,Micromax Canvas Juice A177,6079,1707
6214,mobile,Infocus  M2,5049,1705
6289,mobile,HTC One E9+,33198,1703
3608,mobile,LG Google Nexus 5 32GB,23990,1699
5049,mobile,Lenovo A319,4299,1693
4852,mobile,Karbonn Titanium S5 Ultra,5065,1682
4561,mobile,Samsung Metro B312E,1804,1676
3208,mobile,BlackBerry Z30,21150,1667
4168,mobile,HTC Desire 210,6609,1662
7122,mobile,Lenovo S60,12000,1648
1148,mobile,Apple iPhone 4 16GB,26999,1640
3758,mobile,Gionee Pioneer P3,4963,1613
1785,mobile,Sony  Xperia U,11700,1608
1801,mobile,Samsung Omnia M,5798,1607
2485,mobile,Samsung Galaxy Grand Duos,13600,1606
5050,mobile,Karbonn A19 Plus,4690,1604
6832,mobile,Intex Cloud M6,5666,1602
2619,tablet,Samsung Galaxy Tab 2 P3110 Wi-Fi,6999,1600
6287,mobile,Sony Xperia T3 Dual SIM,27990,1585
7375,mobile,Lava Iris X9,10960,1580
4382,mobile,Huawei Honor 6,16999,1580
5033,mobile,HTC One M8 Eye,30999,1568
7304,mobile,Nokia 105 Dual SIM,1030,1568
2433,mobile,Sony  Xperia E Dual,4990,1565
4930,mobile,IBall Enigma Andi 4.5M,6303,1563
2899,mobile,Nokia Asha 501,4019,1561
4469,tablet,Lenovo A7-30 8GB (WiFi 3G),7499,1560
6037,mobile,Vivo  Y28,9990,1557
4417,mobile,Asus Zenfone 6,13850,1539
4071,tablet,HP  Slate 7 Voice Tab 16GB,9996,1525
5440,mobile,Intex Aqua V4,2489,1519
4802,mobile,HTC 310 (1GB RAM),7888,1516
5714,mobile,Micromax Canvas Hue ,8839,1514
5030,mobile,Micromax Canvas 2 Colors A120 (8 GB ROM),6197,1505
4489,mobile,BlackBerry Passport,36499,1488
4468,mobile,Motorola Moto G2,11799,1486
3252,mobile,Sony Xperia Z1 Compact,24899,1483
3899,mobile,Micromax Bolt A24,2136,1477
4021,mobile,Micromax  Canvas Power A96,5939,1470
6071,mobile,Micromax Joy X1850,809,1469
3714,mobile,Micromax Canvas 2.2 A114,6499,1459
4860,mobile,Lenovo A328,4844,1451
4806,mobile,Karbonn Titanium S10,4462,1447
2677,mobile,Nokia Lumia 720,15983,1444
4629,mobile,Karbonn A5 Turbo,2163,1438
3604,mobile,Gionee Elife E7,17957,1433
4452,mobile,LG G3 Beat,12749,1433
4588,tablet,IBall Slide 3G Q7271-IPS20 ,5857,1431
3452,tablet,Apple  iPad Mini 2,21199,1420
6175,mobile,Lava Iris X1 Beats,5999,1387
4169,mobile,Lenovo S650,6500,1372
6186,mobile,Micromax  Bolt D321,4247,1360
4185,mobile,Lenovo S860,10880,1348
4591,mobile,Spice Smart Flo Mi-359,2399,1346
2865,mobile,Sony  Xperia L,10069,1333
5344,tablet,Micromax Canvas Tab P470,6796,1332
3441,mobile,LG G Pro Lite Dual,10242,1331
5335,mobile,Samsung  Metro Duos,3465,1328
2905,mobile,Nokia Lumia 925,20069,1324
4924,tablet,Apple iPad Air 2,29416,1310
6586,mobile,Lava Iris Icon,11098,1310
3121,tablet,Samsung Galaxy Tab 3 T311 16GB (Wi-Fi 3G),13999,1301
7044,mobile,Micromax Bolt D320,3153,1297
2314,mobile,Micromax A110 Canvas 2,8490,1278
4078,mobile,Micromax Canvas Blaze HD EG116,6787,1277
3179,mobile,LG G2,22999,1268
5318,mobile,Acer  Liquid E700,8049,1268
2858,mobile,Micromax  Canvas Doodle A111,8500,1263
7097,mobile,Asus Zenfone 2 ZE551ML (4GB RAM 64GB ROM 2.3 GHz),22999,1262
5874,mobile,Sony Xperia E4,11649,1260
4467,mobile,Xolo Q500s IPS,3799,1256
4081,mobile,Lenovo A526,5200,1255
6272,mobile,Lava  Iris X8,7999,1250
2161,mobile,Nokia Lumia 920,25640,1243
2430,mobile,Nokia Lumia 620,8795,1240
4066,mobile,LG L70,7429,1225
5290,mobile,Panasonic  T41,5999,1215
2397,mobile,Nokia Asha 206,3655,1205
6219,mobile,Lava Iris Fuel 25,5499,1200
5248,mobile,Xolo Omega 5.0,6374,1193
4254,mobile,Xolo A500S IPS,4039,1182
3543,mobile,Lenovo A269i,2124,1179
4135,mobile,Micromax Canvas Elanza 2 A121,7700,1176
4791,tablet,Asus 2014 FE170CG Fonepad 7,7499,1175
3341,mobile,Intex Aqua i7,21900,1174
7244,mobile,Coolpad Dazen 1,9999,1174
4787,mobile,Karbonn A1 Plus Champ,2252,1172
1763,mobile,Sony Xperia P,13549,1170
6852,mobile,Intex Aqua Y2 1GB RAM,4573,1163
2577,mobile,Micromax  Canvas HD A116,10069,1158
4931,mobile,LG L Fino D295,7804,1151
2372,mobile,Samsung Guru Music E1282,1743,1150
1786,mobile,BlackBerry Curve 9320,6499,1143
4022,mobile,Lenovo A680,6199,1142
6153,tablet,Dell Venue 7 3741 8GB (Wi-Fi 3G),6795,1134
2860,mobile,Nokia Asha 210,4531,1130
5787,mobile,IBall Andi 5Q Cobalt Solus,10031,1128
6862,mobile,OnePlus One 16GB,18998,1125
4496,mobile,Panasonic P61,11699,1125
2346,mobile,Nokia Lumia 510,4350,1124
4891,mobile,IBall Andi5 Stallion,5354,1121
4543,mobile,Xolo A550S IPS,4123,1107
5868,mobile,Intex Aqua Q3,5120,1105
3404,mobile,Gionee Elife E6,15850,1099
4509,mobile,LG G3 32GB,31000,1099
6053,mobile,Karbonn  Titanium S15,3025,1098
4065,mobile,IBall Andi 5T COBALT 2,6749,1096
2605,mobile,Micromax A65 Smarty 4.3,3499,1092
5237,mobile,Karbonn Titanium S25 Klick,6459,1091
1985,mobile,Sony Xperia J,6499,1085
7333,mobile,Intex Aqua 4G Plus,8067,1083
6135,tablet,IBall Slide Brace X1 16GB (Wi-Fi 3G),15899,1081
2817,mobile,Samsung Galaxy Mega 6.3 i9200,18199,1077
3236,mobile,Gionee Elife E3,9999,1076
504,mobile,Samsung Guru E1081,991,1075
4883,mobile,HTC Desire EYE,30284,1075
4327,mobile,Micromax Canvas Unite A092,4700,1072
1364,mobile,Micromax E390,2438,1067
7082,tablet,Micromax Canvas Laptab,14990,1066
3530,mobile,Spice M-6110,1999,1063
6220,mobile,Karbonn  Titanium Mach Two,7990,1062
4039,mobile,Micromax Bolt A089,3799,1051
5078,mobile,Micromax X2814,1249,1045
2907,mobile,BlackBerry Q5,12820,1044
4432,mobile,Intex Aqua 3G,3060,1044
2958,mobile,Samsung Galaxy Star,3458,1042
4370,tablet,Samsung  Galaxy Tab S 10.5,33580,1040
2861,tablet,Samsung  Galaxy Tab 3,9799,1035
932,mobile,Motorola Defy,5200,1030
3594,mobile,Lenovo Vibe Z,15790,1028
3672,mobile,HTC Desire 700,18061,1020
5157,tablet,Lenovo A7-30 Tablet 8 GB (WiFi 2G),5825,1015
4727,mobile,Celkon Millennium Glory Q5,4499,1013
4026,mobile,Micromax Canvas Duet 2 EG111,6779,1009
3420,mobile,Gionee Long L800,1818,1003
4397,mobile,Spice Stellar Mi-600,5269,1001
5059,tablet,IBall 6351-Q40,3633,995
4716,mobile,Lava Iris X1 8 GB,12190,988
2244,mobile,HTC 8S,10999,987
2618,mobile,BlackBerry Q10,20621,985
4739,mobile,Karbonn K22 Plus,872,985
4393,mobile,Xolo Q2000L,7793,980
4909,mobile,LG L Bello D335,10890,980
1901,mobile,Sony Xperia Miro,9500,974
4647,mobile,Samsung Galaxy Mega 2,18000,969
3505,mobile,Apple iPhone 5C 32GB,36500,958
4429,mobile,Karbonn Titanium Octane,7990,956
4795,mobile,Lava Iris 250,3999,949
3996,mobile,Motorola Moto X,35999,942
6836,mobile,Gionee Pioneer P4S ,7280,939
4183,mobile,Huawei Honor 3C,8499,935
4947,mobile,Micromax Q25,1449,934
3826,tablet,"Asus Fonepad 7 8GB (Wi-Fi, 3G)",7999,933
4276,tablet,Samsung  Galaxy Tab 4 8.0 (3G),26500,922
4121,mobile,Karbonn Titanium S1 Plus,3306,921
1479,mobile,Samsung Galaxy Note,24143,912
5081,mobile,Intex Aqua Star 5.0,6939,910
3622,mobile,Gionee Pioneer P2,3880,909
3700,mobile,Karbonn Titanium S5 Plus,6889,900
5512,mobile,Micromax X071,736,895
6218,mobile,Lava Iris Fuel 10,6100,894
4470,mobile,Xolo Play 6X 1000,10000,893
4935,mobile,Gionee CTRL V4S,8399,890
7377,tablet,Micromax Canvas Tab P690,8303,879
6797,mobile,Infocus M330,9499,875
3734,mobile,Xolo Q3000,13399,874
4040,mobile,Micromax A94 Canvas Mad,4249,874
5100,mobile,Gionee CTRL V6L,11714,870
3578,mobile,Lenovo A850,7748,869
3335,tablet,UbiSlate  7CZ,3103,864
4413,tablet,Xiaomi Mi Pad 7.9,12999,862
4534,mobile,Micromax Bolt A069,5344,847
5708,tablet,Dell Venue 3000 Series 7 16GB (Wi-Fi),5949,846
3251,mobile,Micromax Canvas Doodle 2 A240,12000,830
4067,mobile,LG L90,9012,829
6121,mobile,BlackBerry Leap,20088,829
3889,mobile,Micromax Canvas Turbo Mini A200,7123,825
6333,mobile,Lava Iris 325 Style,2799,824
4969,mobile,LG L 60i X137,4675,823
4459,mobile,Panasonic T41,4960,822
4080,mobile,Spice Stellar Mi506,4499,821
2627,mobile,HTC One,47500,820
4084,mobile,Xolo Q1010i,9949,818
6841,mobile,Lava Iris Alfa L,7071,817
3668,mobile,Gionee Elife E7 (32 GB),23990,812
4137,mobile,Gionee CTRL V5,8880,807
5230,tablet,Dell Venue 7 3740 (16 GB With Voice Call),6689,807
1848,mobile,Nokia Asha 305,3290,804
7307,mobile,Panasonic Eluga S Mini,8099,800
3318,mobile,HTC One Dual SIM 802D (CDMA + GSM),32774,797
4646,mobile,Celkon Millennium Dazzle Q44,3399,797
5320,mobile,Vivo X3S,15229,796
3605,mobile,Xolo Q1000 Opus,5449,788
5381,mobile,Zen  Ultrafone 303 Elite,2423,787
3400,mobile,Nokia Asha 500,3599,783
4731,tablet,Lenovo Tab S8,17490,777
6288,mobile,LG Spirit,11999,777
6517,tablet,Vox V102,2974,776
5269,mobile,Karbonn K105S,693,771
6335,mobile,Lava Iris 444,3199,768
4854,mobile,Intex Aqua Star HD,7642,767
4890,mobile,Xolo Opus HD,7549,764
3924,mobile,Micromax Canvas A93 Elanza,5139,763
1954,mobile,Sony Xperia Tipo Dual,4400,762
3093,tablet,Acer Iconia W3-810 32GB Wi-Fi,7999,761
1777,mobile,HTC Desire C,5044,759
4329,mobile,Xolo Q1000 Opus 2,5499,756
5001,mobile,Spice Stellar 524,6359,751
4255,mobile,LG L80,7990,750
2283,mobile,Apple iPhone 5 64GB,59500,748
4905,tablet,IBall Slide 3G 6095 D20,5525,748
1845,mobile,Sony Xperia Neo L,9249,747
4708,tablet,Lenovo A8-50 Tab,13069,745
3026,mobile,Lenovo K900,18599,742
6102,mobile,BlackBerry  Porsche P9982,65000,741
7402,mobile,Infocus M530,10999,733
3083,mobile,Karbonn Titanium S9,12780,732
4043,mobile,ZTE Grand X Quad Lite V967S,4900,730
4627,mobile,LG L60,5355,727
4191,tablet,Lenovo A7-50 16GB (WiFi 3G),9948,724
5245,mobile,Lenovo S580,8773,722
5070,mobile,Spice M-6112,1999,720
5424,mobile,Xolo  Q710S,5354,717
3751,mobile,Micromax Bolt A59,2974,716
5741,mobile,Spice  Mi-514,4999,716
3301,tablet,HCL  ME U3,4450,713
4550,mobile,Intex Aqua Y2,4000,712
3667,mobile,Micromax Canvas Juice A77,8999,706
7084,mobile,Intex Cloud N,3399,703
6758,tablet,Lenovo Tab 2 A7-30,8999,702
5032,mobile,Panasonic T9,2746,700
3451,tablet,Apple iPad Air,25176,697
4349,mobile,Huawei Ascend G6,8550,690
1803,mobile,Lava Xolo X900  ,17299,689
1844,mobile,Sony Xperia Tipo,5490,679
1536,mobile,Nokia Lumia 710,6471,678
5240,mobile,Spice Stellar 520n,4999,678
4936,mobile,Xolo Q2100,8250,673
7125,mobile,Nubia Z9 Mini,16999,673
5317,mobile,Vivo Y15,7890,672
3253,mobile,HTC Desire 601,14979,667
4595,mobile,Micromax X249,1500,667
5340,mobile,Huawei Honor 6 Plus,26499,667
4675,mobile,IBall Andi5S Cobalt3,6544,660
4954,tablet,Lenovo Yoga 2,18990,657
1439,mobile,Samsung Galaxy Y S5360,7000,656
4383,mobile,LG F70,7490,656
4783,mobile,Celkon Ultra Q500,8299,654
2223,mobile,Lava C11,1010,651
4527,mobile,Lava Iris X1,7299,646
1842,mobile,Sony Xperia Go,14562,645
3487,mobile,Micromax Bolt A58,3499,645
4204,mobile,Gionee S96,2440,642
4979,mobile,ZTE Blade Buzz V815W,2244,635
2588,mobile,HTC Desire U,6069,633
5733,mobile,BlackBerry  Classic,26303,633
5259,mobile,Xolo Q1000s Plus,9499,632
3022,mobile,Lenovo P780,14550,629
3861,mobile,Micromax Canvas XL A119,13999,629
4754,mobile,ZTE V5,5555,627
3497,mobile,LG G2 (32 GB),23685,625
4218,tablet,IBall Slide 3G 7803Q-900 16GB (WiFi 3G),8407,624
3297,mobile,Micromax Canvas Fun A76,5570,623
5319,mobile,Vivo Y22,8999,621
7086,mobile,Intex Aqua Life II,5294,621
1626,mobile,Samsung Galaxy S Advance I9070,14795,620
6134,mobile,IBall  Andi 5M,6869,615
4538,mobile,Karbonn Titanium S3,4929,612
384,mobile,Nokia 1616,1065,609
4573,mobile,Micromax CG666,1912,608
4937,tablet,Apple iPad mini 3,25799,606
4840,tablet,IBall slide WQ32,8188,603
2925,mobile,Samsung Galaxy S4 Zoom,25450,602
7199,tablet,Dell Venue 7 3000,8273,602
5257,mobile,IBall  Andi 4 Arc,3332,600
332,mobile,Micromax Q7,1250,599
5642,mobile,Intex  Aqua R3,2517,599
6107,mobile,Micromax X353,1650,598
4245,mobile,Xolo A500s Lite,3909,598
1267,mobile,Nokia C2,2239,597
4460,mobile,Xolo Q1011,6299,597
4388,mobile,Micromax Rockstar C192,1350,596
4405,mobile,Celkon Campus A35K,2869,596
4495,mobile,Panasonic P41,7275,591
2016,mobile,Samsung Galaxy S3 I9300 32GB,37150,590
3917,mobile,Gionee GPad G4,16360,590
4230,mobile,IBall Andi 4 IPS Tiger,3758,589
4916,tablet,IBall Slide 3G 6095 Q700,6792,588
4428,mobile,Karbonn Titanium S2 Plus,5655,585
5886,mobile,Intex Star PDA,1699,582
5323,mobile,Lava Iris Fuel 60,8499,581
4628,mobile,Xolo Play 8X-1200,15699,580
3463,mobile,Gionee Gionee Long L700,1572,577
2631,tablet,Amazon  Kindle Paperwhite,7649,574
4932,mobile,Samsung Galaxy Mega 5.8 I9152,17007,570
754,mobile,Samsung Chat C3222,3795,569
3337,mobile,Micromax X084,830,568
6914,mobile,Intex Aqua Xtreme V,10988,565
3099,mobile,Panasonic P11,7000,563
5750,tablet,Micromax Funbook Ultra HD P580i ,7949,560
6179,mobile,Motorola Moto Turbo,41999,560
4362,tablet,Samsung  Galaxy Tab S 8.4,36850,559
4838,tablet,Videocon Tablet VA81,4922,559
4918,tablet,HTC Nexus 9,24900,557
4394,mobile,Huawei G730,7350,555
2825,mobile,Micromax Canvas A72 Viva,5524,554
3388,mobile,Nokia 208 Dual SIM,5599,554
4679,mobile,Gionee GPad G5,12000,553
3396,mobile,Lenovo A600E,6204,549
5404,mobile,Intex Aqua 3G star,3017,547
7392,mobile,IBall mSLR Cobalt4,8499,543
4493,mobile,Samsung Galaxy S5 LTE,35076,541
4943,mobile,Lenovo RocStar,3986,541
4811,mobile,Panasonic Gd22,1449,540
2078,tablet,Samsung  Galaxy Note 10.1,39500,539
5788,mobile,Celkon Millennia ME Q54,5070,536
4668,mobile,Oppo Yoyo R2001,10150,535
7341,mobile,ZTE Blade Qlux 4G,4999,534
6096,mobile,MTS Rockstar M151 CDMA,999,532
4264,mobile,Spice Stellar Mi-509,5049,531
4839,tablet,Samsung Galaxy Tab Sm-T111,11644,531
4767,mobile,Spice Stellar 439,3699,529
3508,mobile,Panasonic T31,3569,527
7126,mobile,Meizu M1 Note,11999,527
2954,mobile,Panasonic P51,8000,526
3084,mobile,Videocon A55 HD,6190,526
1652,mobile,Nokia Lumia 610,7549,523
4077,mobile,Xolo Q2500,6999,522
4006,mobile,Panasonic P31,7270,517
1405,mobile,BlackBerry Curve 9360,9999,516
1992,mobile,Samsung Galaxy Ace Duos S6802,7786,515
5533,mobile,Intex  Aqua Y3,3442,513
1635,mobile,Samsung Galaxy Y Duos S6102,6200,511
5781,mobile,Intex  Aqua Q1,3909,510
2826,mobile,Micromax Bolt A27,3047,508
5893,tablet,DataWind UbiSlate 7CZ Plus (Wi-Fi 3G),3272,507
7308,mobile,Intex Aqua 3G Pro,3116,506
3703,mobile,Karbonn Titanium X,6824,506
4655,mobile,Xolo Q510s,4744,506
5166,mobile,Celkon Win 400,3059,505
2597,mobile,Samsung E2202,1956,502
4123,mobile,Lenovo A859,6780,502
2077,mobile,Sony Xperia SL,34999,500
3492,mobile,Micromax Canvas Magnus A117,10999,495
3774,mobile,Sansui SA53 Great,3477,494
3940,mobile,Nokia Asha 230,3299,493
311,mobile,Micromax Bling Q55,2202,491
2157,mobile,HTC Desire X,7499,491
4717,mobile,IBall Andi 5k Panther,6188,491
5087,mobile,Micromax x2050,835,490
1531,mobile,Nokia Lumia 800,21990,489
7391,mobile,Infocus M350,7999,485
3536,mobile,Xolo A600,5290,484
5162,tablet,Apple iPad Air 2 16GB Gold (Wi-Fi+ Cellular),35397,484
5756,mobile,Spice Mi-402,2999,482
3017,tablet,Intex  IBuddy Connect 3G,9599,482
5556,mobile,LG G Flex 2,37500,480
5329,tablet,BSNL Wtab 7.4 (Wi-Fi 3G),4250,479
4160,mobile,ZTE D286,1479,478
4648,mobile,Intex Aqua Style Pro,6700,478
3434,mobile,Panasonic T21,6792,477
6676,mobile,Intex Aqua Y2 Plus,4290,477
1847,mobile,Nokia Asha 311,5199,475
2639,tablet,Simmtronics XPad X801,3020,475
7321,mobile,Micromax Canvas A1 AQ4501,4999,473
1768,mobile,HTC One X,22799,472
4528,tablet,Swipe Halo Fone 4GB (Wi-Fi 3G),3314,472
5423,mobile,Karbonn A40 Plus,3999,471
3579,mobile,Spice Pinnacle Stylus Mi-550,9999,469
4231,mobile,Micromax Canvas Engage A091,3817,468
4257,tablet,"Dell Venue 8 32GB (WiFi, 3G)",12306,467
5145,mobile,Micromax X344,1665,467
6070,mobile,Xolo  Q600 Club,4576,467
4772,mobile,Xolo Play 8X 1100,11999,466
2904,mobile,Lava Xolo Q2000,10500,465
6526,tablet,Vox V105,3229,465
3414,mobile,Micromax X097,897,462
3207,mobile,Xolo A500S,4999,460
4866,mobile,Karbonn Titanium S29 Elite,5985,460
5057,mobile,Micromax X242,1670,460
4497,mobile,Spice Stellar 520,4999,458
4274,tablet,Micromax  Funbook Duo P310,5810,455
5869,mobile,Intex Aqua X15,2039,453
1304,mobile,Karbonn Jumbo K9,1069,451
1984,mobile,HTC Desire VC,11541,450
5789,mobile,Videocon Infinium Z40Q Star,2967,450
5930,tablet,BSNL Champion Wtab 707 4GB (Wi-Fi),2987,449
2901,mobile,Micromax A110Q Canvas 2 Plus,10467,449
4384,mobile,HTC ONE (M8) Dual-SIM,36999,449
6277,mobile,Samsung GT 1200 RIM,1159,445
5720,mobile,Intex Aqua V 3G,2753,443
2256,mobile,Karbonn Sound Wave K451 Plus,1100,443
934,mobile,Nokia X2-01,3721,442
4232,mobile,Karbonn A100,2366,441
5224,mobile,Spice Stellar Mi-362,2249,441
2988,mobile,Spice Stellar Pinnacle Pro Mi-535,5999,439
3382,tablet,Micromax  Canvas Tab P650,15091,439
5234,mobile,Intex Crystal 702,2465,439
1599,mobile,Samsung C3312,5400,438
2712,mobile,Samsung REX 80,3200,438
4622,mobile,Oppo Joy,5092,438
3551,mobile,Lenovo A516,5049,436
2520,tablet,BSNL Penta WS802c,5699,435
4277,tablet,Samsung  Galaxy Tab 4 10.1 (3G),25499,434
5041,mobile,Xolo Q1020,8590,434
2160,mobile,Nokia Lumia 820,14000,433
5920,mobile,Lava Iris Fuel 20,5249,433
7348,mobile,Lava Flair P1,2999,433
3697,mobile,Lenovo K900 32GB,22150,432
3904,mobile,Micromax X337,2222,431
5110,mobile,Lava C11S,1199,431
431,mobile,Nokia X2,4336,429
5953,mobile,Sansui SA3512,1913,429
5069,mobile,Zen U105 Fire,1995,427
5119,tablet,Lava Xtron Z704,4999,426
2797,mobile,LG Optimus L7 II Dual P715,6490,424
4414,smart-watches,Spice Smart Pulse M9010,3500,423
6101,mobile,IBall  Xotic,7699,423
1775,mobile,Sony Xperia S,24400,422
5746,mobile,Lava KKT 40 Power,1329,421
6944,mobile,LG Magna,12702,420
5117,mobile,Lava Iris 500,5039,419
2310,mobile,LG Nexus 4,15849,418
5694,mobile,Intex Boom 2,1349,418
5570,tablet,HP Stream 8 32GB (Wi-Fi 3G),13854,415
6122,tablet,Asus FonePad FE171CG,10999,414
3327,mobile,Nokia Asha 503,5000,412
